Food code,Food name,FoodEx2 code,FoodEx2 name,Facet(s) code,Facet(s) description,Reverse yield factor,Source(s),Reference(s),Reference link
A.16.02.014,Cinnamon (Cinnamonum verum syn. C. zeylanicum),A019V,Cinnamon bark,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.014,Cinnamon (Cinnamonum verum syn. C. zeylanicum),A047C,Essences and extracts,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.16.02.015,Cloves (Syzygium aromaticum),A01AL,Cloves buds,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.016,Coriander seed (Coriandrum sativum),A018D,Coriander seed,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.017,Cumin seed (Cuminum cyminum),A018E,Cumin seed,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.018,Dill seed (Anethum graveolens),A018F,Dill seed,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.019,Fennel seed (Foeniculum vulgare),A018G,Fennel seed,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.020,Fenugreek (Trigonella foenumgraecum),A018H,Fenugreek seed,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.022,Ginger (Zingiber officinale),A01AB,Ginger roots,F28.A07KC,PROCESS=Pickling,1.00,Assumption,Default value of 1,
A.16.02.022,Ginger (Zingiber officinale),A01AB,Ginger roots,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",3.00,Extrapolation,based on 'dried garlic',
A.16.02.022,Ginger (Zingiber officinale),A047C,Essences and extracts,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.16.02.022,Ginger (Zingiber officinale),A01AB,Ginger roots,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.02.024,Juniper berries (Juniperus communis),A018X,Juniper berry,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.025,Mace (Myristica fragrans),A01AV,Mace aril,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.027,Nutmeg (Myristica fragans),A018J,Nutmeg seed,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.028,"Pepper, black and white (Piper nigrum)",A018Z,"Peppercorn (black, green and white)",F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.029,Saffron (Crocus sativus),A01AR,Saffron,F28.A07KG,PROCESS=Drying (dehydration),1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.030,Tamarind (Tamarindus indica),A019J,Tamarind,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.02.031,Turmeric (Curcuma) (Curcuma domestica syn. C. longa),A01AC,Turmeric roots,F28.A07KG$F28.A07LA,"PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.04.001,Salt,A042P,Salt,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.04.002,"Salt, low sodium",A042Q,"Salt, low sodium",F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.04.003,"Salt, iodised",A042R,"Salt, iodised",F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.04.005,"Salt, iodised and fluoridated",A042T,"Salt, iodised and fluoridated",F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.04.007,Sea salt,A042X,Sea salt,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.04.016,Monosodium glutamate,A048A,Flavour enhancer,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.16.09.003,Vanilla pods (Vanilla fragrans syn. Vanilla planifolia),A019H,Vanilla,F28.A07KG,PROCESS=Drying (dehydration),1.00,RPC,CF not relevant (RPC refers to dried product),
A.16.09.003,Vanilla pods (Vanilla fragrans syn. Vanilla planifolia),A047E,Vanilla essence,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.16.09.006,Rum essence,A047J,Rum essence,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.16.09.008,Liquorice (Glycyrrhiza glabra),A047L,Liquorice extract,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.16.10.001,Yeast,A043P,Yeast extract,F28.A07MJ,PROCESS=Extraction,1.00,Not converted to RPC,Not converted to RPC,
A.16.10.001,Yeast,A048Z,Yeast cultures,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
A.16.10.002,Sodium bicarbonate,A048Q,Preparations for raising and flavouring home-made bakery,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.16.10.006,Pectin,A048R,Preparations for gelling home-made food,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.16.10.007,Gum,A166R,Gum (as part-nature),F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.16.10.008,Gelatine,A0F5E,Gelatine,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.16.10.009,Cream of tartar,A048Q,Preparations for raising and flavouring home-made bakery,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.01,"Infant formulae, powder",A03PZ,"Infant formulae, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.01.001,"Infant formula, milk-based, powder",A03QA,"Infant formula, milk-based, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.01.002,"Infant formula, hypoallergenic, powder",A03PZ,"Infant formulae, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.01.003,"Infant formula, soya-based, powder",A03QB,"Infant formula, soya-based, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.01.004,"Infant formula, milk and soya-based, powder",A03QC,"Infant formula, milk and soya-based, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.01.005,"Infant formula, based on protein hydrolysates, powder",A03QD,"Infant formula, based on protein hydrolysates, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.03,"Follow-on formulae, powder",A03QK,"Follow-on formulae, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.03.001,"Follow-on formula, milk-based, powder",A03QL,"Follow-on formula, milk-based, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.03.002,"Follow-on formula, hypoallergenic, powder",A03QK,"Follow-on formulae, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.03.003,"Follow-on formula, soya-based, powder",A03QM,"Follow-on formula, soya-based, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.03.005,"Follow-on formula, based on protein hydrolysates, powder",A03QP,"Follow-on formula, based on protein hydrolysates, powder",F28.A0C0R$F03.A06JD,"PROCESS=Processed, PHYSICAL-STATE=Powder",1.00,Not converted to RPC,Not converted to RPC,
A.17.05,Cereal-based food for infants and young children,A03QX,Processed cereal-based food for infants and young children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.05.001,Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids,A0BZE,"Simple cereals for infants or children, reconstituted",F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.05.002,Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid,A0BZF,Cereals with an added high protein food reconstituted,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.05.003,"Biscuits, rusks and cookies for children",A03RA,"Biscuits, rusks and cookies for children",F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.05.004,Pasta for children,A03RB,"Pasta for children (dry, to be cooked)",F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.06,Ready-to-eat meal for infants and young children,A03RC,Ready-to-eat meal for infants and young children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.06.001,"Ready-to-eat meal for children, vegetable-based",A03RD,Ready-to-eat vegetable-based meal for children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.06.002,"Ready-to-eat meal for children, cereal-based",A03RE,Ready-to-eat cereal-based meal for children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.06.003,"Ready-to-eat meal for children, meat/fish-based",A03RC,Ready-to-eat meal for infants and young children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.06.004,"Ready-to-eat meal for children, meat and vegetables",A03RK,Ready-to-eat mixed meal for children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.06.005,Fruit purée for children,A03RJ,Ready-to-eat fruit-based meal for children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.07,"Yoghurt, cheese and milk-based dessert for infants and young children",A03RH,Ready-to-eat dairy-based meal for children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.07.001,Yoghurt for infants and young children,A03RH,Ready-to-eat dairy-based meal for children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.07.002,Cheese preparations for infants and young children,A03RH,Ready-to-eat dairy-based meal for children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.07.003,Dessert and puddings for infants and young children,A03RH,Ready-to-eat dairy-based meal for children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.08,Fruit juice and herbal tea for infants and young children,A03RL,Other food for infants and children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.08.001,Fruit juice for infants and young children,A03RN,Fruit and vegetable juices and nectars specific for infants and young children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.08.002,Fruit nectar for infants and young children,A03RN,Fruit and vegetable juices and nectars specific for infants and young children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.08.003,Tee for infants and young children,A03RM,"Herbal infusions (beverages) specific for infants and young children, liquid",F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.17.08.004,Tee and juice mixture for infants and young children,A03RL,Other food for infants and children,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18,Products for special nutritional use,A03RQ,"Products for non-standard diets, food imitates and food supplements or fortifying agents",F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.01,Food for weight reduction,A03RS,Food for weight reduction,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.01.001,Products presented as a replacement for the whole of the daily diet,A03RT,Total daily diet replacement for weight reduction,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.01.002,Products presented as a replacement for one or more meals of the daily diet,A03RV,Single meal replacement for weight reduction,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02,Dietary supplements,A03SJ,Food supplements and similar preparations,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.001,Vitamin supplements,A03SL,Vitamin only supplements,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.002,Mineral supplements,A03SM,Mineral only supplements,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.003,Combination of vitamins and minerals supplements,A03SN,Combination of vitamin and mineral only supplements,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.004,"Supplements containing special fatty acids (e.g. omega-3, essential fatty acids)",A03SX,"Formulations containing special fatty acids (e.g. Omega-3, essential fatty acids)",F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.005,Protein and amino acids supplements,A03SY,Protein and amino acids supplements,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.006,Fiber supplements,A03SR,Fiber supplements,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.007,Plant extract formula,A03SS,Herbal formulations and plant extracts,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.008,Coenzyme Q10 supplement,A03SZ,Coenzyme q10 formulations,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.009,Enzyme-based supplement,A03TA,Enzyme-based formulations,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.010,Yeast based supplement,A03TB,Yeast based formulations,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.011,"Algae formula (e.g. Spirulina, Chlorella)",A03ST,"Algae based formulations (e.g. Spirulina, chlorella)",F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.02.012,Pollen-based supplement,A03SQ,Bee-produced formulations,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.03,Food for sports people (labelled as such),A03RX,Food for sporting people,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.03.001,Carbohydrate-rich energy food products for sports people,A03RY,Carbohydrate-rich energy food products for sports people,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.03.002,Carbohydrate-electrolyte solutions for sports people,A03RZ,Carbohydrate-electrolyte solutions for sports people,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.03.003,Protein and protein components for sports people,A03SA,Protein and protein components for sports people,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.03.005,Carnitine-based supplement for sports people,A03SC,Carnitine or creatine-based supplement for sports people,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.04.001,Fine bakery products for diabetics,A03SD,Dietary foods for special medical purposes,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.04.003,Chocolate and chocolate products for diabetics,A03SD,Dietary foods for special medical purposes,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.04.004,Confectionary for diabetics,A03SD,Dietary foods for special medical purposes,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.04.005,Fruit-based beverages for diabetics,A03SD,Dietary foods for special medical purposes,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.04.006,Alcohol-free beverages for diabetics (excluding fruit-based beverages),A03SD,Dietary foods for special medical purposes,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.04.008,"Jam, marmalade and other fruit spreads for diabetics",A03SD,Dietary foods for special medical purposes,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.04.009,Milk products for diabetics,A03SD,Dietary foods for special medical purposes,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.04.012,Beer for diabetics,A03SD,Dietary foods for special medical purposes,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.05,Medical food (are specially formulated and intended for the dietary management of a disease that has distinctive nutritional needs that cannot be met by normal diet alone; intended to be used under medical supervision),A03SD,Dietary foods for special medical purposes,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.05.001,Nutritionally complete formulas,A03SE,Nutritionally complete formulae,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.05.002,Nutritionally incomplete formulas,A03SF,Nutritionally incomplete formulae,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.18.05.004,Oral rehydration products,A03SH,Oral rehydration products,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
A.20.03,Other foods (foods which cannot be included in any other group),A0B6Z,Food,F28.A0C0R,PROCESS=Processed,1.00,Not converted to RPC,Not converted to RPC,
I.01.02.010.005,Amaranth grain,A000M,Amaranth grains,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
I.01.02.010.006,Quinoa grain,A000R,Quinoa grain,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
I.02.08.004,Agave tequilana,A0CXN,Agave leaves,F28.A07MF,PROCESS=Distillation,7.00,Literature,"The Marine Ingredients Organisation, FISH IN - FISH OUT RATIOS EXPLAINED, J Agriculture Europe 34(3):2009",http://www.iffo.net/system/files/EAS%20FIFO%20September2009%202_0.pdf
I.02.08.004,Agave tequilana,A0CXN,Agave leaves,F28.A0C04$F02.A06EG,"PROCESS=Sugar production, PART-NATURE=Syrup (as part-nature)",7.00,Extrapolation,based on 'distilled agave' (in maize similar yields for alcohol and syrup),
I.02.08.005,Maples (trunk sap),A034A,Maples (trunk sap),F28.A0C04$F02.A06EG,"PROCESS=Sugar production, PART-NATURE=Syrup (as part-nature)",0.03,Literature,"FAO (2002), Non-wood forest products from temperate broad-leaved trees, ISBN 92-5-104855-X",http://www.fao.org/fileadmin/templates/ess/documents/methodology/tcf.pdf
I.04.04.015,Grape seeds,A016J,Grape seeds,F28.A0C02$F02.A068M,"PROCESS=Oil production, PART-NATURE=Vegetable fats and oils (as part-nature)",2.86,Extrapolation,based on 'linseed oil' (similar fat content),
I.07.01.006.001,Salmon (Salmo salar),A0C75,Salmons,F28.A07GG,PROCESS=Cooking in water,1.25,Literature,"National Food Administration, Bergstrom (1994), Nutrient losses and gains in the preparation of foods: NLG project J.Food Chemistry 57(1):77-78 || (FOOD/DISH=Salmon, PROCESS=poached, N=2)",
I.07.01.006.001,Salmon (Salmo salar),A0C75,Salmons,F28.A07GY,PROCESS=Roasting,1.25,Extrapolation,based on 'boiled/fried salmon',
I.07.01.006.001,Salmon (Salmo salar),A0C75,Salmons,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
I.07.01.006.002,Trout (Oncorhynchus mykiss),A029F,Trouts,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
I.07.01.015.001,Sea catfish (Ariidae),A027J,Catfishes (freshwater),F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
I.07.01.015.002,Wolf-fish  (Anarhichas lupus),A029Z,Wolffish,F28.A07XD,PROCESS=Unspecified,1.00,RPC,RPC,
I.07.01.017.001,Cod (Gadus morhua),A02BV,Cod,F28.A07GG,PROCESS=Cooking in water,1.30,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Fish fillet, PROCESS=boiled)",
I.07.01.017.001,Cod (Gadus morhua),A02BV,Cod,F28.A07GR,PROCESS=Frying,1.25,Literature,"Bognár (2002), Tables on weight yield of food and retention factors of food constituents for the calculation of nutrient composition of cooked foods (dishes) ISSN 0933 - 5463 || (FOOD/DISH=Fish fillet (cod, red fish, pollack), PROCESS=fried)",
