Livsmedelsnummer,Livsmedelsnamn,Råvara nivå 1,Andel,Inkluderar,Tillagningsprocess  nivå 1,Konverteringsfaktor nivå 1,Publikation nivå 1,Foodex2 nivå 1,Rå mängd beräknad,Beräkning rå mängd,Råvara nivå 2,Tillagningsprocess nivå 2,Konverteringsfaktor nivå 2,Publikation nivå 2,Foodex2 nivå 2,Kommentar,
5714,Vegetarisk biff,"Mjölk fett > 2,5%",6,,"Rå, tillagad ",1,-,A02LY,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
5714,Vegetarisk biff,Morot,5,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00QH,5,"5 * 1,00",,,,,,,
5714,Vegetarisk biff,Palsternacka ,4,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00QR,4,"4 * 1,00",,,,,,,
5714,Vegetarisk biff,Potatismjöl,2,"potatisflingor, potatisstärkelse","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A011F,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
5714,Vegetarisk biff,Fett matfettsblandning,2,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
5714,Vegetarisk biff,Ost (hårdost),2,"Ystade hårdostar, kittost, mögelost","Rå, tillagad ",1,-,A02VA,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
5714,Vegetarisk biff,Olja palmolja,1,"Palmolja, palmfett","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A037N,1,"1 * 1,00",Palmfrukt,Juice drickfärdig,1.4,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A016P,"kodningen inkluderar just nu inte Palmkärnolja
",
5714,Vegetarisk biff,Persilja,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A00YE,1,"1 * 1,00",,,,,,Faktor=logisk slutledning,
5714,Vegetarisk biff,Purjolök,1,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00SB,1,"1 * 1,00",,,,,,,
5714,Vegetarisk biff,"Vete, siktat",1,,"Tillagad, adderad",1,-,A003Y,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5714,Vegetarisk biff,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5715,Vegetarisk färs,Quorn,42,,"Rå, tillagad ",1,-,A03TG,42,"42 * 1,00",,,,,,Faktor = logisk slutledning,
5715,Vegetarisk färs,Vatten,34,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,34,"34 * 1,00",,,,,,Faktor=logiskt slutledning,
5715,Vegetarisk färs,sojaprotein,8,"Sojaproteinisolat, sojaproteinkoncentrat",Torkad,3.1,Produktionsteknologi för ätbart mjöl och proteinprodukter från sojabönor (1992) Berk Z,A015P,24.8,"8 * 3,10",,,,,,OBS: faktorn konverterar till torkad sojaböna,
5715,Vegetarisk färs,"Mjölk fett > 2,5%",6,,"Rå, tillagad ",1,-,A02LY,6,"6 * 1,00",,,,,,Faktor = logisk slutledning,
5715,Vegetarisk färs,"Ägg, höna",2,Helt ägg höna,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031G,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
5715,Vegetarisk färs,Fett matfettsblandning,2,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
5715,Vegetarisk färs,"Lök (gul, röd)",2,,"Tillagad, adderad",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,2,"2 * 1,00",,,,,,,
5715,Vegetarisk färs,Fett vegetabiliskt fett och olja,1,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5715,Vegetarisk färs,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5715,Vegetarisk färs,"Vete, siktat",1,,"Tillagad, adderad",1,-,A003Y,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5715,Vegetarisk färs,"Majs, stärkelse",1,"majsstärkelse, maizena","Rå, tillagad ",1.5,"Food in Europe - production, processing and composition, ed Aldén KI och Algers A",A000T,1.5,"1 * 1,50",,,,,,Råvaran är satt som majskorn. Utbytet för att få majsstärkelse är 66%. ,
5716,Bulgursallad falafel,Ärter utan skida (utgångsläge torkad),6,"gul ärtor, grön ärta, kikärt",Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A013J,2.4,"6 * 0,40",,,,,,,
5716,Bulgursallad falafel,Sallad,19,"Ekbaldssallat, endivesallat, Frisésallat, Huvudsallat, Isbergssallat, Mâchesallat, Romansallat, Ruccolasallat",Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00KX,19,"19 * 1,00",,,,,,,
5716,Bulgursallad falafel,"Ost, salladsost",11,fetaost,Rå,1,SLV - Riktlinjer för livsmedel,A02RC,11,"11 * 1,00",,,,,,Faktor=logisk slutledning,
5716,Bulgursallad falafel,Tomat,7,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HQ,7,"7 * 1,00",,,,,,,
5716,Bulgursallad falafel,Bönor utan balja,4,"bondböna, jackböna, limaböna",Tillagad,0.4,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A012S,1.6,"4 * 0,40",,,,,,,
5716,Bulgursallad falafel,Vatten,5,,Rå,1,SLV - Riktlinjer för livsmedel,A03DL,5,"5 * 1,00",,,,,,Faktor=logiskt slutledning,
5716,Bulgursallad falafel,"Vete, siktat",40,"kokt pasta, kokta nudlar",Tillagad,0.5,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A003Y,20,"40 * 0,50",,,,,,,
5716,Bulgursallad falafel,"Ris, korn",2,Vildris,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A003D,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
5716,Bulgursallad falafel,Vinblad,1,,Rå,1,Användarhjälp - Riktlinjer för beräknade livsmedel,A00NB,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5716,Bulgursallad falafel,"Lök (gul, röd)",1,,Tillagad,1.2,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,1.2,"1 * 1,20",,,,,,Faktor för kokt,
5716,Bulgursallad falafel,Olja sojaolja,1,,Rå,1,SLV - Riktlinjer för livsmedel,A036X,1,"1 * 1,00",Sojaböna,Juice drickfärdig,5,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015P,,
5716,Bulgursallad falafel,Olja rapsolja,1,,Rå,1,SLV - Riktlinjer för livsmedel,A036V,1,"1 * 1,00",Raps,Juice drickfärdig,2.4,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015M,,
5716,Bulgursallad falafel,"Majs, stärkelse",1,"majsstärkelse, maizena","Rå, tillagad ",1.5,"Food in Europe - production, processing and composition, ed Aldén KI och Algers A",A000T,1.5,"1 * 1,50",,,,,,Råvaran är satt som majskorn. Utbytet för att få majsstärkelse är 66%. ,
5716,Bulgursallad falafel,"Lök (gul, röd)",1,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HC,1,"1 * 1,00",,,,,,,
5717,Sallad med rödbetor och chèvre,Ost (hårdost),26,"Ystade hårdostar, kittost, mögelost","Rå, tillagad ",1,-,A02VA,26,"26 * 1,00",,,,,,Faktor = logisk slutledning,
5717,Sallad med rödbetor och chèvre,Vinäger ,1,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad ",1,-,A044M,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5717,Sallad med rödbetor och chèvre,Olja olivolja,7,,Rå,1,SLV - Riktlinjer för livsmedel,A036P,7,"7 * 1,00",Oliver,Juice drickfärdig,2,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A016M,,
5717,Sallad med rödbetor och chèvre,"Nöt, valnöt",5,,Torkad,1,SLV - Riktlinjer för livsmedel,A014R,5,"5 * 1,00",,,,,,Faktor = logisk slutledning,
5717,Sallad med rödbetor och chèvre,Sallad,4,"Ekbaldssallat, endivesallat, Frisésallat, Huvudsallat, Isbergssallat, Mâchesallat, Romansallat, Ruccolasallat",Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00KX,4,"4 * 1,00",,,,,,,
5717,Sallad med rödbetor och chèvre,Honung,2,,Rå,1,SLV - Riktlinjer för livsmedel,A033K,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
5717,Sallad med rödbetor och chèvre,Smör,1,,Rå,1,Användarhjälp - Riktlinjer för beräknade livsmedel,A039C,1,"1 * 1,00",Mjölk,"Rå, tillagad ",20.5,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100 g mjölk med en fetthalt på 4% ger 10 g grädde med 40% fett. Grädden kan i sin tur kärnas till 4,9 g smör med 82% fetthalt och 5,1 g kärnmjölk.",
5717,Sallad med rödbetor och chèvre,Rödbeta ,54,"Vitbeta, gulbeta",Tillagad,1.2,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00QG,64.8,"54 * 1,20",,,,,,,
5717,Sallad med rödbetor och chèvre,Övrigt,0,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc",Rå,1,SLV - Riktlinjer för livsmedel,A042Z_R,0,"0 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
5729,Mandlar,Mandel,100,"sötmandel, bittermandel",Torkad,1,SLV - Riktlinjer för livsmedel,A014F,100,"100 * 1,00",,,,,,,
5730,Frön,Linfrö,50,,Rå,1,SLV - Riktlinjer för livsmedel,A015G,50,"50 * 1,00",,,,,,"Faktor = logisk slutledning
",
5730,Frön,Solrosfrön ,45,,Rå,1,SLV - Riktlinjer för livsmedel,A015L,45,"45 * 1,00",,,,,,Faktor = logisk slutledning,
5730,Frön,Sesamfrö,5,,Rå,1,SLV - Riktlinjer för livsmedel,A015K,5,"5 * 1,00",,,,,,Faktor = logisk slutledning,
5731,Pommes frites,Potatis,86,,Tillagad,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00ZX,86,"86 * 1,00",,,,,,,
5731,Pommes frites,Fett vegetabiliskt fett och olja,13,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,13,"13 * 1,00",,,,,,Faktor = logisk slutledning,
5731,Pommes frites,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5732,Potatis stekt och råstekt,Potatis,73,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A00ZX,73,"73 * 1,00",,,,,,Faktor = logisk slutledning,
5732,Potatis stekt och råstekt,Fett vegetabiliskt fett och olja,2,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
5732,Potatis stekt och råstekt,Fett matfettsblandning,2,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,2,"2 * 1,00",,,,,,Faktor = logisk slutledning,
5732,Potatis stekt och råstekt,Smör,2,,"Tillagad, adderad",1,Användarhjälp - Riktlinjer för beräknade livsmedel,A039C,2,"2 * 1,00",Mjölk,"Rå, tillagad ",20.5,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100 g mjölk med en fetthalt på 4% ger 10 g grädde med 40% fett. Grädden kan i sin tur kärnas till 4,9 g smör med 82% fetthalt och 5,1 g kärnmjölk.",
5732,Potatis stekt och råstekt,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5733,Bulgur kokt vanlig o fullkorn,"vete, fullkorn",50,,Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A004B,20,"50 * 0,40",,,,,,"Faktor lånad från korn, tillagad. Motivering näbesläktade arter med liknande användningsområden.",
5733,Bulgur kokt vanlig o fullkorn,"Vete, siktat",50,"kokt pasta, kokta nudlar",Tillagad,0.5,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A003Y,25,"50 * 0,50",,,,,,,
5734,Matgryn kokt,"vete, fullkorn",68,,Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A004B,27.2,"68 * 0,40",,,,,,"Faktor lånad från korn, tillagad. Motivering näbesläktade arter med liknande användningsområden.",
5734,Matgryn kokt,"Råg, fullkorn",8,,Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A003M,3.2,"8 * 0,40",,,,,,"Faktor lånad från korn, tillagad. Motivering näbesläktade arter med liknande användningsområden.",
5734,Matgryn kokt,"Hirs , fullkorn",8,,Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A002T,3.2,"8 * 0,40",,,,,,,
5734,Matgryn kokt,"korn, fullkorn",8,,Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A02VA,3.2,"8 * 0,40",,,,,,,
5734,Matgryn kokt,"Havre, fullkorn",8,,Tillagad,0.5,SLV - Riktlinjer för livsmedel,A00DN,4,"8 * 0,50",,,,,,"Faktor lånad från vete, tillagad. Motivering näbesläktade arter med liknande användningsområden.",
5735,Couscous kokt,"vete, fullkorn",50,,Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A004B,20,"50 * 0,40",,,,,,"Faktor lånad från korn, tillagad. Motivering näbesläktade arter med liknande användningsområden.",
5735,Couscous kokt,"Vete, siktat",50,"kokt pasta, kokta nudlar",Tillagad,0.5,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A003Y,25,"50 * 0,50",,,,,,,
5736,Kli,"Vete, kli",75,,"Rå, tillagad ",1,-,A004P,75,"75 * 1,00",,,,,,Faktor = logisk slutledning,
5736,Kli,"Havre, kli",25,,"Rå, tillagad ",1,-,A003B,25,"25 * 1,00",,,,,,Faktor = logisk slutledning,
5737,Havregryn,"Havre, fullkorn",96,,Rå,1,-,A00DN,96,"96 * 1,00",,,,,,Faktor = logisk slutledning,
5737,Havregryn,"Vete, kli",4,,"Rå, tillagad ",1,-,A004P,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
5738,Nudlar kokta,"Ris, korn",12,Vildris,Tillagad,0.4,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A003D,4.8,"12 * 0,40",,,,,,,
5738,Nudlar kokta,"Vete, siktat",82,"kokt pasta, kokta nudlar",Tillagad,0.5,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A003Y,41,"82 * 0,50",,,,,,,
5738,Nudlar kokta,"Ägg, höna",4,Helt ägg höna,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031G,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
5738,Nudlar kokta,Salt,1,"Havssalt, mineralsalt","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5738,Nudlar kokta,Övrigt,1,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A042Z_R,1,"1 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
5739,Melon,"melon, vattenmelon",100,,Rå,1,SLV - Riktlinjer för livsmedel,A00KJ,100,"100 * 1,00",,,,,,Faktor=logisk slutledning,
5741,Gröna bönor ospec,Bönor med balja,100,"haricots verts, rosenböna, snittböna, långböna, Vaxbönor",Tillagad,1.1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00PC,110,"100 * 1,10",,,,,,,
5742,Groddar,Groddar,90,Alfalfagroddar,Rå,1,SLV - Riktlinjer för livsmedel,A00FV,90,"90 * 1,00",,,,,,Faktor=logisk slutledning,
5742,Groddar,Groddar mungböna,10,,Rå,1,SLV - Riktlinjer för livsmedel,A013D,10,"10 * 1,00",,,,,,Faktor=logisk slutledning,
5743,Spenat Mangold,Spenat,80,nässlor,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00MJ,80,"80 * 1,00",,,,,,,
5743,Spenat Mangold,Mangold,20,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00MX,20,"20 * 1,00",,,,,,,
5744,Örtkryddor,Persilja,50,,Rå,1,SLV - Riktlinjer för livsmedel,A00YE,50,"50 * 1,00",,,,,,Faktor=logisk slutledning,
5744,Örtkryddor,Basilika,50,,Rå,1,SLV - Riktlinjer för livsmedel,A00VV,50,"50 * 1,00",,,,,,"Faktor = logisk slutledning,",
5746,Tonfisk konserv,Tonfisk ,96,,Tillagad,1.3,Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V,A02DX,124.8,"96 * 1,30",,,,,,,
5746,Tonfisk konserv,Fett vegetabiliskt fett och olja,4,,Rå,1,SLV - Riktlinjer för livsmedel,A036V,4,"4 * 1,00",,,,,,Faktor = logisk slutledning,
5751,Skaldjur ospec,Musslor,9,,Tillagad,1,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A02HF,9,"9 * 1,00",,,,,,"Faktorn avser tillagade musslor med skal. För en omvanlingsfaktor från tillagade musslor utan skal till råa musslor med skal blir omvandlingsfaktorn 5,0 (Bognar)",
5751,Skaldjur ospec,Kräfta,87,,Tillagad,1.1,-,A02FG,95.7,"87 * 1,10",,,,,,"Faktor överförd  från hummer, motivering samma klass/familj
",
5751,Skaldjur ospec,Hummer,3,,Tillagad,1.1,"Retentionsfaktorer för beräknade livsmedel, näringsämnen/Bognar ",A02FR,3.3,"3 * 1,10",,,,,,,
5751,Skaldjur ospec,Krabba,1,,Tillagad,1.3,Yield factors – sammanställning av försök vid Livsmedelsverket (2013)  Öhrvik V,A02FF,1.3,"1 * 1,30",,,,,,,
5758,Aioli,Olja rapsolja,81,,Rå,1,SLV - Riktlinjer för livsmedel,A036V,81,"81 * 1,00",Raps,Juice drickfärdig,2.4,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015M,,
5758,Aioli,Äggula,8,,Rå,1,SLV - Riktlinjer för livsmedel,A031S,8,"8 * 1,00",,,,,,Faktor = logisk slutledning,
5758,Aioli,Vitlök,3,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00GZ,3,"3 * 1,00",,,,,,,
5758,Aioli,Vatten,3,,Rå,1,SLV - Riktlinjer för livsmedel,A03DL,3,"3 * 1,00",,,,,,Faktor=logiskt slutledning,
5758,Aioli,Citron,2,,Juice drickfärdig,1.6,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A01BY,3.2,"2 * 1,60",,,,,,,
5758,Aioli,Salt,1,"Havssalt, mineralsalt",Rå,1,SLV - Riktlinjer för livsmedel,A042P,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5758,Aioli,Senapsfrön,1,,Rå,1,-,A015S,1,"1 * 1,00",,,,,,,
5758,Aioli,Vinäger ,1,"Äppelcidervinäger, rödvinsvinäger, Ättiksyra","Rå, tillagad ",1,-,A044M,1,"1 * 1,00",,,,,,Faktor = logisk slutledning,
5759,Guacamole,Avokado,67,,Rå,1,SLV - Riktlinjer för livsmedel,A01LB,67,"67 * 1,00",,,,,,Faktor = logisk slutledning,
5759,Guacamole,Tomat,24,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00HQ,24,"24 * 1,00",,,,,,,
5759,Guacamole,Citron,5,,Juice drickfärdig,1.6,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A01BY,8,"5 * 1,60",,,,,,,
5759,Guacamole,Chilipeppar,3,,"Rå, tillagad ",1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00JB,3,"3 * 1,00",,,,,,,
5759,Guacamole,Vitlök,1,,Rå,1,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A00GZ,1,"1 * 1,00",,,,,,,
5763,Crème fraiche,Grädde fett >31%,59,vispgrädde,"Rå, tillagad ",1,-,A02MK#F07.A074F,59,"59 * 1,00",Mjölk,"Rå, tillagad ",10,SLV - Riktlinjer för livsmedel,A02LY,"Faktor = logisk slutledning
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 10 g grädde med 40% fetthalt.",
5763,Crème fraiche,Grädde fett <15%,38,matlagningsgrädde,"Rå, tillagad ",1,SLV - Riktlinjer för livsmedel,A02MK#F07.A074F,38,"38 * 1,00",Mjölk,"Rå, tillagad ",3,SLV - Riktlinjer för livsmedel,A02LY,"Faktor= logisk slutledning.
Faktor för nivå 2 beräknad utifrån att 100g mjölk med fetthalt 4% ger 33,3  g grädde med 12% fetthalt.",
5763,Crème fraiche,Övrigt,3,"Salt, kryddor, bakpulver, hjorthornssalt, surdegspulver etc",Rå,1,SLV - Riktlinjer för livsmedel,A042Z_R,3,"3 * 1,00",,,,,,"Här lägger vi övriga ingredienser som inte behöver egen kod. Bara några exempel är nämnda under""inkluderar"", men komplettera gärna listan.",
5775,Matlagningsyoghurt,Yoghurt fett > 3%,100,,"Rå, tillagad ",1,-,A02NG#F10.A077A,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
5777,Matlagningsbas soja havre,Vatten,77,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A03DL,77,"77 * 1,00",,,,,,Faktor=logiskt slutledning,
5777,Matlagningsbas soja havre,Olja solrosolja,8,,"Tillagad, adderad",1,Användarhjälp - Riktlinjer för beräknade livsmedel,A037D,8,"8 * 1,00",Solrosfrön,Juice drickfärdig,2.5,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015L,,
5777,Matlagningsbas soja havre,Olja rapsolja,6,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A036V,6,"6 * 1,00",Raps,Juice drickfärdig,2.4,"Guidance document on the conversion of foods coded according to FoodEx into raw agricultural commodities (RACs), EU project ACROPOLIS WP2, Deliverable 2.2, Polly E. Boon, June 2011 ",A015M,,
5777,Matlagningsbas soja havre,"Havre, fullkorn",5,,"Tillagad, adderad",1,-,A00DN,5,"5 * 1,00",,,,,,Faktor = logisk slutledning,
5777,Matlagningsbas soja havre,Bönor utan balja,4,"bondböna, jackböna, limaböna",Tillagad,0.4,Conversion FOODEX to e-RAC 8 juli 2011_NL.xls,A012S,1.6,"4 * 0,40",,,,,,,
5778,Ost hårdost fett 27%,Ost (hårdost),100,"Ystade hårdostar, kittost, mögelost","Rå, tillagad ",1,-,A02VA,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
5779,Mjukost,"Ost, mjukost",100,smältost,"Rå, tillagad ",1,-,A031C,100,"100 * 1,00",,,,,,Faktor = logisk slutledning,
5783,Ugnspannkaka o fläskpannkaka,"Mjölk fett 1-2,5 %",31,,"Rå, tillagad ",1,-,A02LZ,31,"31 * 1,00",,,,,,Faktor = logisk slutledning,
5783,Ugnspannkaka o fläskpannkaka,"Ägg, höna",15,Helt ägg höna,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A031G,15,"15 * 1,00",,,,,,Faktor = logisk slutledning,
5783,Ugnspannkaka o fläskpannkaka,"Mjölk fett > 2,5%",14,,"Rå, tillagad ",1,-,A02LY,14,"14 * 1,00",,,,,,Faktor = logisk slutledning,
5783,Ugnspannkaka o fläskpannkaka,Gris ,14,"Griskött, fläsk, fläskfärs, Fläskbog, sidfläsk, fläskkarré, Fläskkotlett, ","Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A01RG,14,"14 * 1,00",,,,,,Faktor = logisk slutledning,
5783,Ugnspannkaka o fläskpannkaka,"Vete, siktat",12,,"Tillagad, adderad",1,-,A003Y,12,"12 * 1,00",,,,,,Faktor = logisk slutledning,
5783,Ugnspannkaka o fläskpannkaka,Mjölk fett < 1 %,9,,"Rå, tillagad ",1,-,A02MA,9,"9 * 1,00",,,,,,Faktor = logisk slutledning,
5783,Ugnspannkaka o fläskpannkaka,Fett matfettsblandning,3,,"Tillagad, adderad",1,SLV - Riktlinjer för livsmedel,A04RT,3,"3 * 1,00",,,,,,Faktor = logisk slutledning,
